Customer_ID,Customer_Name,Account_Type,Account_Balance,Last_Transaction_Date,Region,Loan_Amount,Loan_Status,Credit_Score,Age,Employment_Status,Annual_Income,Overdue_Payments,Savings_Account_Balance,Branch_ID,Branch_Name,Transaction_Count,Gender,Account_Open_Date,Customer_Risk_Level,Years_Since_Account_Open,Age_Group
CUST33351,Customer_32351,Savings,95699.29,2023-01-03 05:55:00,East,48081.94,Approved,794,54,Unemployed,96450.71,3,160212.1,BR32451,Gamma Bank,417,Male,2008-11-09,High,16,Middle-aged
CUST33353,Customer_32353,Checking,93586.17,2023-01-03 05:55:00,South,13105.75,Rejected,592,19,Self-Employed,121590.31,4,66523.12,BR32453,Delta Bank,403,Female,2008-11-09,Medium,16,Young
CUST33354,Customer_32354,Savings,6121.47,2023-01-03 05:55:00,West,37921.35,Pending,831,68,Self-Employed,94765.69,6,53019.34,BR32454,Delta Bank,393,Female,2008-11-09,High,16,Senior
CUST33355,Customer_32355,Checking,22923.8,2023-01-03 05:55:00,North,48975.63,Pending,795,64,Employed,22490.99,8,133544.38,BR32455,Delta Bank,80,Female,2008-11-09,Medium,16,Senior
CUST33356,Customer_32356,Savings,48030.6,2023-01-03 05:55:00,North,9442.01,Rejected,673,23,Employed,20127.85,3,149124.75,BR32456,Gamma Bank,476,Female,2008-11-09,High,16,Young
CUST33358,Customer_32358,Savings,16292.28,2023-01-03 05:55:00,North,28925.75,Approved,404,40,Employed,50000.47,9,156050.51,BR32458,Beta Bank,247,Female,2008-11-09,High,16,Middle-aged
CUST33359,Customer_32359,Savings,44710.27,2023-01-03 05:55:00,North,29967.61,Pending,802,43,Employed,99386.65,0,30479.4,BR32459,Gamma Bank,29,Male,2008-11-09,High,16,Middle-aged
CUST33361,Customer_32361,Credit,214.29,2023-01-03 05:56:00,West,39145.13,Approved,586,39,Employed,22314.9,3,117701.02,BR32461,Gamma Bank,402,Male,2008-11-10,Low,16,Middle-aged
CUST33362,Customer_32362,Credit,74985.04,2023-01-03 05:56:00,South,24805.41,Rejected,717,25,Unemployed,39997.28,0,72231.13,BR32462,Delta Bank,5,Male,2008-11-10,Low,16,Young
CUST33363,Customer_32363,Credit,97368.29,2023-01-03 05:56:00,West,24512.21,Approved,613,37,Employed,32400.01,9,50187.63,BR32463,Gamma Bank,385,Female,2008-11-10,High,16,Middle-aged
CUST33365,Customer_32365,Checking,52591.37,2023-01-03 05:56:00,West,32736.9,Approved,571,41,Unemployed,35644.09,0,182638.32,BR32465,Delta Bank,473,Female,2008-11-10,Low,16,Middle-aged
CUST33366,Customer_32366,Credit,1509.05,2023-01-03 05:56:00,South,20812.74,Approved,752,50,Employed,57121.41,0,158617.86,BR32466,Beta Bank,255,Female,2008-11-10,High,16,Middle-aged
CUST33367,Customer_32367,Savings,34794.96,2023-01-03 05:56:00,South,16616.03,Pending,837,61,Employed,30889.14,1,59145.24,BR32467,Beta Bank,155,Female,2008-11-10,High,16,Senior
CUST33369,Customer_32369,Checking,93827.74,2023-01-03 05:56:00,West,47212.03,Rejected,621,63,Self-Employed,118870.5,5,32594.25,BR32469,Alpha Bank,261,Male,2008-11-10,Medium,16,Senior
CUST33370,Customer_32370,Savings,46702.01,2023-01-03 05:57:00,West,11064.28,Pending,694,64,Unemployed,132696.13,4,178622.66,BR32470,Gamma Bank,357,Male,2008-11-11,Medium,16,Senior
CUST33371,Customer_32371,Savings,72600.33,2023-01-03 05:57:00,East,34821.7,Approved,693,69,Unemployed,49086.18,9,125180.83,BR32471,Beta Bank,161,Female,2008-11-11,Medium,16,Senior
CUST33372,Customer_32372,Checking,18612.57,2023-01-03 05:57:00,East,32861.6,Rejected,568,51,Employed,91105.69,8,24183.22,BR32472,Gamma Bank,76,Male,2008-11-11,High,16,Middle-aged
CUST33373,Customer_32373,Checking,87226.73,2023-01-03 05:57:00,North,39570.63,Approved,662,43,Employed,147224.57,7,12724.15,BR32473,Gamma Bank,333,Female,2008-11-11,High,16,Middle-aged
CUST33374,Customer_32374,Savings,97105.52,2023-01-03 05:57:00,West,16915.72,Approved,485,22,Unemployed,138759.66,1,154977.67,BR32474,Beta Bank,445,Female,2008-11-11,Medium,16,Young
CUST33375,Customer_32375,Credit,18172.82,2023-01-03 05:57:00,North,33907.93,Approved,798,19,Unemployed,97115.54,7,167482.31,BR32475,Alpha Bank,260,Female,2008-11-11,Medium,16,Young
CUST33376,Customer_32376,Savings,10240.65,2023-01-03 05:57:00,North,24415.02,Rejected,456,35,Unemployed,48579.7,8,176848.84,BR32476,Alpha Bank,477,Male,2008-11-11,High,16,Middle-aged
CUST33379,Customer_32379,Savings,23411.28,2023-01-03 05:57:00,East,13363.95,Approved,773,40,Employed,79164.82,3,91278.39,BR32479,Alpha Bank,293,Female,2008-11-11,Medium,16,Middle-aged
CUST33380,Customer_32380,Credit,15406.58,2023-01-03 05:58:00,South,42763.26,Approved,849,65,Employed,147136.49,8,185173.94,BR32480,Beta Bank,169,Male,2008-11-12,High,16,Senior
CUST33381,Customer_32381,Checking,91130.01,2023-01-03 05:58:00,North,35424.84,Rejected,480,50,Employed,28329.94,4,96681.59,BR32481,Delta Bank,284,Female,2008-11-12,Low,16,Middle-aged
CUST33382,Customer_32382,Credit,4515.18,2023-01-03 05:58:00,East,21501.75,Approved,405,60,Employed,143390.48,9,142067.77,BR32482,Delta Bank,259,Male,2008-11-12,High,16,Senior
CUST33383,Customer_32383,Checking,73926.86,2023-01-03 05:58:00,South,21759.76,Pending,750,25,Employed,123547.7,0,152896.9,BR32483,Delta Bank,461,Male,2008-11-12,High,16,Young
CUST33385,Customer_32385,Credit,42219.7,2023-01-03 05:58:00,South,5032.25,Approved,775,45,Self-Employed,77268.48,5,195547.01,BR32485,Delta Bank,72,Female,2008-11-12,High,16,Middle-aged
CUST33386,Customer_32386,Credit,80397.04,2023-01-03 05:58:00,East,17946.07,Pending,817,52,Unemployed,60368.04,1,137828.37,BR32486,Alpha Bank,26,Male,2008-11-12,High,16,Middle-aged
CUST33387,Customer_32387,Checking,12950.05,2023-01-03 05:58:00,South,16712.37,Approved,789,57,Employed,58268.29,6,64063.79,BR32487,Beta Bank,133,Male,2008-11-12,High,16,Senior
CUST33389,Customer_32389,Checking,5125.07,2023-01-03 05:58:00,South,9826.19,Approved,764,30,Employed,89432.68,4,132455.68,BR32489,Alpha Bank,150,Male,2008-11-12,Low,16,Young
CUST33390,Customer_32390,Checking,91632.22,2023-01-03 05:59:00,South,48661.12,Rejected,416,54,Unemployed,81404.12,0,93017.51,BR32490,Alpha Bank,51,Female,2008-11-13,Medium,16,Middle-aged
CUST33391,Customer_32391,Credit,69650.7,2023-01-03 05:59:00,West,45656.92,Approved,617,36,Unemployed,134451.09,1,175237.43,BR32491,Alpha Bank,217,Female,2008-11-13,High,16,Middle-aged
CUST33392,Customer_32392,Checking,19640.09,2023-01-03 05:59:00,South,43709.24,Pending,732,32,Self-Employed,41008.42,2,174932.85,BR32492,Alpha Bank,466,Female,2008-11-13,Low,16,Young
CUST33393,Customer_32393,Checking,49835.33,2023-01-03 05:59:00,West,29403.14,Rejected,757,46,Self-Employed,118711.56,5,157484.03,BR32493,Gamma Bank,169,Female,2008-11-13,Low,16,Middle-aged
CUST33394,Customer_32394,Credit,45348.81,2023-01-03 05:59:00,East,30038.54,Rejected,431,65,Employed,84898.66,1,79744.77,BR32494,Beta Bank,123,Female,2008-11-13,High,16,Senior
CUST33395,Customer_32395,Checking,69222.31,2023-01-03 05:59:00,South,1241.96,Pending,687,23,Unemployed,85145.65,9,87825.63,BR32495,Gamma Bank,282,Male,2008-11-13,High,16,Young
CUST33396,Customer_32396,Checking,64373.56,2023-01-03 05:59:00,East,31764.01,Rejected,780,69,Employed,136991.69,2,26840.11,BR32496,Delta Bank,480,Female,2008-11-13,High,16,Senior
CUST33397,Customer_32397,Credit,49039.32,2023-01-03 05:59:00,East,40369.04,Rejected,477,38,Unemployed,105516.84,1,188068.77,BR32497,Beta Bank,416,Female,2008-11-13,Medium,16,Middle-aged
CUST33399,Customer_32399,Credit,18170.3,2023-01-03 05:59:00,East,48240.4,Pending,691,44,Self-Employed,118351.93,9,73579.24,BR32499,Gamma Bank,263,Female,2008-11-13,Low,16,Middle-aged
CUST33400,Customer_32400,Checking,25681.22,2023-01-03 06:00:00,South,44776.77,Rejected,660,49,Self-Employed,90088.39,7,129197.19,BR32500,Alpha Bank,118,Male,2008-11-14,High,16,Middle-aged
CUST33401,Customer_32401,Checking,67223.63,2023-01-03 06:00:00,East,14053.58,Approved,454,57,Self-Employed,37353.68,8,1858.12,BR32501,Beta Bank,92,Male,2008-11-14,High,16,Senior
CUST33402,Customer_32402,Checking,42307.69,2023-01-03 06:00:00,South,11621.88,Rejected,733,73,Self-Employed,44931.81,7,42398.09,BR32502,Gamma Bank,286,Female,2008-11-14,Low,16,Senior
CUST33403,Customer_32403,Savings,70145.83,2023-01-03 06:00:00,East,41651.14,Pending,593,48,Employed,135643.17,3,73093.95,BR32503,Delta Bank,283,Female,2008-11-14,Medium,16,Middle-aged
CUST33404,Customer_32404,Credit,78089.14,2023-01-03 06:00:00,North,11330.05,Rejected,456,42,Unemployed,55377.25,9,16605.37,BR32504,Delta Bank,103,Female,2008-11-14,Low,16,Middle-aged
CUST33405,Customer_32405,Checking,88693.3,2023-01-03 06:00:00,East,45694.53,Approved,420,54,Employed,78686.92,6,14194.41,BR32505,Beta Bank,86,Male,2008-11-14,Medium,16,Middle-aged
CUST33406,Customer_32406,Savings,52214.12,2023-01-03 06:00:00,West,35933.98,Approved,709,34,Self-Employed,50846.72,8,87394.87,BR32506,Beta Bank,490,Female,2008-11-14,Low,16,Young
CUST33407,Customer_32407,Savings,78202.12,2023-01-03 06:00:00,West,13742.7,Rejected,738,25,Employed,41831.67,1,22556.8,BR32507,Alpha Bank,111,Female,2008-11-14,Medium,16,Young
CUST33408,Customer_32408,Credit,39100.85,2023-01-03 06:00:00,West,21448.85,Pending,498,60,Unemployed,147756.43,0,66387.41,BR32508,Beta Bank,397,Male,2008-11-14,Low,16,Senior
CUST33409,Customer_32409,Checking,85732.97,2023-01-03 06:00:00,West,38915.65,Pending,788,50,Employed,76188.58,4,109102.27,BR32509,Alpha Bank,464,Male,2008-11-14,High,16,Middle-aged
CUST33410,Customer_32410,Credit,74480.5,2023-01-03 06:01:00,North,20348.96,Rejected,465,54,Unemployed,25214.43,4,58527.3,BR32510,Beta Bank,31,Male,2008-11-15,Medium,16,Middle-aged
CUST33411,Customer_32411,Checking,89512.07,2023-01-03 06:01:00,East,4649.34,Pending,782,36,Unemployed,25040.55,6,23334.49,BR32511,Delta Bank,413,Male,2008-11-15,Low,16,Middle-aged
CUST33412,Customer_32412,Savings,2784.25,2023-01-03 06:01:00,East,18901.5,Rejected,492,43,Self-Employed,72678.09,8,125523.33,BR32512,Alpha Bank,75,Male,2008-11-15,Low,16,Middle-aged
CUST33414,Customer_32414,Checking,97398.71,2023-01-03 06:01:00,South,18776.49,Approved,797,61,Employed,83484.21,0,111142.4,BR32514,Delta Bank,304,Female,2008-11-15,Low,16,Senior
CUST33416,Customer_32416,Savings,4739.93,2023-01-03 06:01:00,West,7556.76,Rejected,847,27,Unemployed,35517.32,5,84168.88,BR32516,Beta Bank,459,Male,2008-11-15,Low,16,Young
CUST33417,Customer_32417,Savings,55072.63,2023-01-03 06:01:00,West,12869.02,Pending,732,69,Self-Employed,94255.51,1,113095.97,BR32517,Alpha Bank,248,Female,2008-11-15,Low,16,Senior
CUST33418,Customer_32418,Savings,18357.47,2023-01-03 06:01:00,South,4860.02,Rejected,662,32,Unemployed,114191.18,9,51276.68,BR32518,Beta Bank,48,Male,2008-11-15,Medium,16,Young
CUST33419,Customer_32419,Savings,5014.03,2023-01-03 06:01:00,South,39176.54,Approved,491,24,Employed,22204.85,3,107227.14,BR32519,Gamma Bank,302,Male,2008-11-15,Medium,16,Young
CUST33421,Customer_32421,Savings,92985.46,2023-01-03 06:02:00,South,3104.75,Pending,457,46,Unemployed,62223.11,5,5528.23,BR32521,Beta Bank,225,Female,2008-11-16,Low,16,Middle-aged
CUST33422,Customer_32422,Savings,52234.75,2023-01-03 06:02:00,East,27073.35,Approved,500,25,Employed,111909.82,9,156230.56,BR32522,Delta Bank,234,Female,2008-11-16,Low,16,Young
CUST33423,Customer_32423,Checking,49979.8,2023-01-03 06:02:00,North,8164.18,Approved,434,18,Self-Employed,117178.71,9,9214.85,BR32523,Beta Bank,471,Female,2008-11-16,Medium,16,Young
CUST33424,Customer_32424,Checking,51350.36,2023-01-03 06:02:00,South,36327.69,Approved,481,53,Unemployed,42974.05,4,52366.97,BR32524,Alpha Bank,111,Male,2008-11-16,Medium,16,Middle-aged
CUST33426,Customer_32426,Credit,71954.62,2023-01-03 06:02:00,West,2459.8,Pending,703,50,Employed,70633.44,9,133077.58,BR32526,Alpha Bank,198,Male,2008-11-16,Low,16,Middle-aged
CUST33427,Customer_32427,Savings,55902.81,2023-01-03 06:02:00,East,30745.47,Approved,701,79,Employed,119327.31,4,123676.27,BR32527,Alpha Bank,472,Female,2008-11-16,Low,16,Senior
CUST33429,Customer_32429,Savings,52749.57,2023-01-03 06:02:00,West,41925.68,Approved,637,66,Employed,77338.48,4,107936.62,BR32529,Alpha Bank,486,Male,2008-11-16,Medium,16,Senior
CUST33431,Customer_32431,Checking,59467.03,2023-01-03 06:03:00,South,7737.99,Approved,846,37,Self-Employed,116482.5,0,91794.16,BR32531,Beta Bank,248,Male,2008-11-17,Low,16,Middle-aged
CUST33432,Customer_32432,Credit,18185.47,2023-01-03 06:03:00,South,13135.61,Rejected,780,74,Self-Employed,36275.62,7,99657.41,BR32532,Alpha Bank,45,Male,2008-11-17,High,16,Senior
CUST33433,Customer_32433,Credit,84076.37,2023-01-03 06:03:00,West,13177.5,Approved,720,60,Employed,128891.48,4,80919.07,BR32533,Beta Bank,471,Female,2008-11-17,Low,16,Senior
CUST33436,Customer_32436,Credit,90653.39,2023-01-03 06:03:00,East,6628.85,Rejected,432,77,Self-Employed,136655.62,1,172971.27,BR32536,Gamma Bank,379,Male,2008-11-17,Low,16,Senior
CUST33437,Customer_32437,Checking,33114.01,2023-01-03 06:03:00,East,26719.31,Approved,765,78,Employed,45953.79,6,44805.61,BR32537,Beta Bank,82,Female,2008-11-17,Low,16,Senior
CUST33439,Customer_32439,Credit,95583.5,2023-01-03 06:03:00,West,37450.78,Approved,654,24,Unemployed,124134.45,6,19469.13,BR32539,Gamma Bank,280,Male,2008-11-17,Medium,16,Young
CUST33441,Customer_32441,Checking,51279.41,2023-01-03 06:04:00,West,24883.18,Approved,461,64,Self-Employed,79509.64,9,162854.97,BR32541,Gamma Bank,462,Female,2008-11-18,High,16,Senior
CUST33446,Customer_32446,Checking,50579.61,2023-01-03 06:04:00,South,10539.93,Rejected,821,71,Self-Employed,112223.59,0,28186.51,BR32546,Alpha Bank,65,Male,2008-11-18,Medium,16,Senior
CUST33448,Customer_32448,Credit,98769.71,2023-01-03 06:04:00,East,28359.36,Pending,482,25,Self-Employed,140535.53,9,58506.69,BR32548,Beta Bank,417,Female,2008-11-18,Medium,16,Young
CUST33449,Customer_32449,Checking,75236.18,2023-01-03 06:04:00,West,16397.6,Pending,408,79,Unemployed,39271.78,1,47091.58,BR32549,Alpha Bank,397,Male,2008-11-18,High,16,Senior
CUST33451,Customer_32451,Credit,4606.72,2023-01-03 06:05:00,North,39420.38,Rejected,531,75,Unemployed,35914.4,2,17937.87,BR32551,Gamma Bank,144,Female,2008-11-19,Low,16,Senior
CUST33454,Customer_32454,Savings,68761.26,2023-01-03 06:05:00,East,11776.7,Pending,765,46,Employed,134799.33,6,43850.01,BR32554,Beta Bank,112,Female,2008-11-19,Medium,16,Middle-aged
CUST33455,Customer_32455,Credit,81440.46,2023-01-03 06:05:00,South,34328.5,Pending,412,70,Unemployed,39208.36,9,164110.45,BR32555,Beta Bank,414,Female,2008-11-19,High,16,Senior
CUST33456,Customer_32456,Credit,24629.54,2023-01-03 06:05:00,West,15694.26,Rejected,834,72,Unemployed,128548.83,1,194792.96,BR32556,Gamma Bank,207,Female,2008-11-19,Medium,16,Senior
CUST33457,Customer_32457,Checking,90535.43,2023-01-03 06:05:00,South,24982.15,Rejected,529,36,Unemployed,124489.43,3,133677.58,BR32557,Alpha Bank,157,Female,2008-11-19,High,16,Middle-aged
CUST33458,Customer_32458,Savings,83381.88,2023-01-03 06:05:00,West,22835.22,Approved,634,41,Employed,61076.3,2,56440.64,BR32558,Beta Bank,308,Female,2008-11-19,Low,16,Middle-aged
CUST33459,Customer_32459,Checking,42443.07,2023-01-03 06:05:00,East,36321.22,Approved,765,26,Unemployed,124441.83,1,43501.71,BR32559,Alpha Bank,168,Male,2008-11-19,Low,16,Young
CUST33462,Customer_32462,Credit,87513.92,2023-01-03 06:06:00,West,5316.39,Pending,509,64,Unemployed,40351.54,9,145196.3,BR32562,Delta Bank,310,Male,2008-11-20,High,16,Senior
CUST33463,Customer_32463,Credit,41191.35,2023-01-03 06:06:00,North,37106.25,Rejected,646,52,Unemployed,92737.45,4,152628.5,BR32563,Gamma Bank,496,Female,2008-11-20,Low,16,Middle-aged
CUST33464,Customer_32464,Savings,97485.04,2023-01-03 06:06:00,West,46368.42,Pending,742,64,Unemployed,61488.76,4,179617.79,BR32564,Gamma Bank,287,Male,2008-11-20,High,16,Senior
CUST33465,Customer_32465,Checking,71964.8,2023-01-03 06:06:00,West,20689.98,Pending,546,55,Self-Employed,55313.75,8,75284.81,BR32565,Delta Bank,356,Male,2008-11-20,High,16,Senior
CUST33466,Customer_32466,Checking,75079.64,2023-01-03 06:06:00,South,23151.8,Pending,846,49,Unemployed,136005.4,2,52819.66,BR32566,Delta Bank,33,Male,2008-11-20,Low,16,Middle-aged
CUST33468,Customer_32468,Credit,76068.06,2023-01-03 06:06:00,West,16883.16,Approved,652,37,Employed,20358.22,7,86033.05,BR32568,Beta Bank,17,Male,2008-11-20,Low,16,Middle-aged
CUST33470,Customer_32470,Credit,71063.37,2023-01-03 06:07:00,West,21303.96,Rejected,593,36,Employed,21768.81,2,91523.06,BR32570,Alpha Bank,192,Female,2008-11-21,High,16,Middle-aged
CUST33471,Customer_32471,Savings,84696.42,2023-01-03 06:07:00,North,42281.33,Pending,709,22,Employed,107886.61,3,98701.85,BR32571,Delta Bank,430,Female,2008-11-21,High,16,Young
CUST33473,Customer_32473,Checking,27787.51,2023-01-03 06:07:00,North,41922.22,Pending,774,25,Self-Employed,143633.06,8,92297.91,BR32573,Alpha Bank,428,Male,2008-11-21,Medium,16,Young
CUST33475,Customer_32475,Checking,83119.33,2023-01-03 06:07:00,East,13171.33,Pending,483,42,Employed,30410.3,8,76353.73,BR32575,Delta Bank,33,Female,2008-11-21,Low,16,Middle-aged
CUST33476,Customer_32476,Savings,43076.61,2023-01-03 06:07:00,West,26560.02,Rejected,716,38,Employed,25446.73,9,126379.29,BR32576,Gamma Bank,48,Female,2008-11-21,High,16,Middle-aged
CUST33477,Customer_32477,Credit,15881.67,2023-01-03 06:07:00,East,26742.28,Pending,498,62,Employed,60245.46,1,185530.43,BR32577,Delta Bank,86,Female,2008-11-21,Medium,16,Senior
CUST33479,Customer_32479,Savings,58512.78,2023-01-03 06:07:00,East,5015.58,Pending,794,51,Unemployed,92774.46,7,68517.41,BR32579,Gamma Bank,360,Female,2008-11-21,High,16,Middle-aged
CUST33480,Customer_32480,Savings,55791.09,2023-01-03 06:08:00,West,18205.15,Approved,664,59,Employed,72992.92,3,71851.89,BR32580,Delta Bank,129,Female,2008-11-22,Low,16,Senior
CUST33482,Customer_32482,Savings,66600.17,2023-01-03 06:08:00,North,17236.6,Rejected,759,74,Unemployed,25210.28,7,94122.98,BR32582,Delta Bank,236,Female,2008-11-22,Medium,16,Senior
CUST33488,Customer_32488,Credit,8570.15,2023-01-03 06:08:00,North,4216.13,Rejected,836,59,Unemployed,143008.58,8,156005.02,BR32588,Beta Bank,282,Female,2008-11-22,High,16,Senior
CUST33489,Customer_32489,Savings,97035.91,2023-01-03 06:08:00,East,15881.57,Rejected,733,64,Unemployed,47281.27,3,178132.12,BR32589,Alpha Bank,189,Female,2008-11-22,Medium,16,Senior
CUST33490,Customer_32490,Credit,16319.94,2023-01-03 06:09:00,South,17445.54,Rejected,717,65,Employed,36598.94,2,117010.76,BR32590,Alpha Bank,441,Male,2008-11-23,Low,16,Senior
CUST33492,Customer_32492,Credit,86844.77,2023-01-03 06:09:00,West,30669.55,Approved,610,30,Self-Employed,34226.17,4,150769.67,BR32592,Beta Bank,279,Male,2008-11-23,Low,16,Young
CUST33495,Customer_32495,Checking,17475.55,2023-01-03 06:09:00,South,45865.06,Pending,514,75,Self-Employed,75888.21,0,41038.72,BR32595,Alpha Bank,472,Male,2008-11-23,High,16,Senior
CUST33496,Customer_32496,Checking,6277.82,2023-01-03 06:09:00,North,20602.56,Rejected,756,36,Unemployed,52079.66,7,60426.23,BR32596,Delta Bank,4,Female,2008-11-23,Low,16,Middle-aged
CUST33498,Customer_32498,Credit,84050.33,2023-01-03 06:09:00,East,32554.01,Approved,452,44,Unemployed,95493.63,2,25338.41,BR32598,Beta Bank,405,Female,2008-11-23,Medium,16,Middle-aged
CUST33499,Customer_32499,Checking,2456.4,2023-01-03 06:09:00,West,9312.82,Approved,767,49,Self-Employed,60417.92,3,38510.67,BR32599,Gamma Bank,153,Male,2008-11-23,Low,16,Middle-aged
CUST33502,Customer_32502,Credit,96137.24,2023-01-03 06:10:00,East,13040.58,Approved,809,70,Self-Employed,21803.93,1,75106.64,BR32602,Delta Bank,174,Female,2008-11-24,Medium,16,Senior
CUST33504,Customer_32504,Credit,23562.72,2023-01-03 06:10:00,North,37398.8,Pending,579,74,Unemployed,25345.79,1,35940.83,BR32604,Delta Bank,248,Female,2008-11-24,Low,16,Senior
CUST33505,Customer_32505,Savings,28702.09,2023-01-03 06:10:00,North,45291.68,Approved,681,30,Unemployed,86026.8,9,109468.91,BR32605,Delta Bank,292,Male,2008-11-24,High,16,Young
CUST33506,Customer_32506,Checking,62472.92,2023-01-03 06:10:00,East,21268.87,Rejected,589,31,Employed,42692.79,4,111891.04,BR32606,Gamma Bank,54,Female,2008-11-24,High,16,Young
CUST33508,Customer_32508,Checking,76255.99,2023-01-03 06:10:00,South,16950.51,Approved,743,22,Self-Employed,134140.47,4,56254.71,BR32608,Delta Bank,203,Male,2008-11-24,High,16,Young
CUST33509,Customer_32509,Credit,1964.47,2023-01-03 06:10:00,West,23642.44,Pending,456,72,Self-Employed,52012.09,0,152368.86,BR32609,Alpha Bank,307,Male,2008-11-24,Medium,16,Senior
CUST33510,Customer_32510,Checking,94867.2,2023-01-03 06:11:00,South,15807.92,Approved,507,24,Employed,149776.53,9,94495.85,BR32610,Beta Bank,185,Male,2008-11-25,Medium,16,Young
CUST33512,Customer_32512,Credit,4490.11,2023-01-03 06:11:00,South,38439.74,Rejected,786,68,Self-Employed,131819.03,5,32954.56,BR32612,Gamma Bank,490,Female,2008-11-25,High,16,Senior
CUST33513,Customer_32513,Checking,67288.79,2023-01-03 06:11:00,South,9736.59,Pending,833,59,Unemployed,93067.35,6,170734.89,BR32613,Beta Bank,365,Male,2008-11-25,Low,16,Senior
CUST33514,Customer_32514,Credit,28774.62,2023-01-03 06:11:00,East,41275.81,Pending,513,65,Unemployed,52383.39,1,52964.39,BR32614,Alpha Bank,35,Male,2008-11-25,High,16,Senior
CUST33515,Customer_32515,Credit,86672.64,2023-01-03 06:11:00,West,31540.31,Pending,441,22,Unemployed,55389.42,8,89498.0,BR32615,Beta Bank,443,Male,2008-11-25,Medium,16,Young
CUST33516,Customer_32516,Credit,8091.87,2023-01-03 06:11:00,West,36937.98,Pending,529,36,Self-Employed,24894.0,2,11380.96,BR32616,Gamma Bank,160,Male,2008-11-25,Low,16,Middle-aged
CUST33518,Customer_32518,Savings,116.82,2023-01-03 06:11:00,West,669.14,Rejected,515,73,Self-Employed,54936.8,0,40788.79,BR32618,Gamma Bank,337,Female,2008-11-25,Low,16,Senior
CUST33520,Customer_32520,Checking,28705.17,2023-01-03 06:12:00,West,48485.48,Rejected,718,67,Employed,121131.0,2,156621.36,BR32620,Beta Bank,365,Female,2008-11-26,Low,16,Senior
CUST33521,Customer_32521,Savings,71015.78,2023-01-03 06:12:00,North,442.03,Approved,474,30,Unemployed,144739.63,6,56630.63,BR32621,Delta Bank,289,Male,2008-11-26,Medium,16,Young
CUST33522,Customer_32522,Savings,28621.95,2023-01-03 06:12:00,North,1895.67,Rejected,844,37,Employed,103104.77,4,168744.7,BR32622,Gamma Bank,495,Female,2008-11-26,Low,16,Middle-aged
CUST33523,Customer_32523,Credit,28846.93,2023-01-03 06:12:00,West,30396.88,Pending,588,56,Unemployed,149665.72,5,75607.39,BR32623,Alpha Bank,296,Female,2008-11-26,High,16,Senior
CUST33524,Customer_32524,Checking,33258.94,2023-01-03 06:12:00,South,7079.66,Approved,694,78,Unemployed,146279.13,3,146142.41,BR32624,Gamma Bank,425,Male,2008-11-26,High,16,Senior
CUST33525,Customer_32525,Checking,71690.6,2023-01-03 06:12:00,North,4100.5,Approved,489,42,Unemployed,102853.53,0,93753.89,BR32625,Alpha Bank,443,Female,2008-11-26,Medium,16,Middle-aged
CUST33526,Customer_32526,Credit,49365.26,2023-01-03 06:12:00,North,31838.19,Pending,454,44,Unemployed,38694.77,7,51846.91,BR32626,Gamma Bank,374,Female,2008-11-26,Low,16,Middle-aged
CUST33528,Customer_32528,Checking,72402.79,2023-01-03 06:12:00,West,29165.6,Pending,705,69,Unemployed,31534.17,2,13389.66,BR32628,Delta Bank,139,Male,2008-11-26,Medium,16,Senior
CUST33529,Customer_32529,Checking,25326.94,2023-01-03 06:12:00,East,22428.71,Approved,833,25,Unemployed,85803.74,9,130671.38,BR32629,Delta Bank,445,Male,2008-11-26,Low,16,Young
CUST33531,Customer_32531,Credit,80857.65,2023-01-03 06:13:00,East,46054.06,Approved,584,65,Self-Employed,67053.44,5,43459.53,BR32631,Gamma Bank,159,Male,2008-11-27,High,16,Senior
CUST33532,Customer_32532,Checking,26974.37,2023-01-03 06:13:00,West,37375.74,Approved,556,51,Employed,80578.34,3,44419.17,BR32632,Delta Bank,140,Female,2008-11-27,Low,16,Middle-aged
CUST33533,Customer_32533,Savings,57917.16,2023-01-03 06:13:00,South,49442.92,Pending,763,19,Employed,115447.35,8,146433.24,BR32633,Gamma Bank,445,Male,2008-11-27,Medium,16,Young
CUST33534,Customer_32534,Savings,81728.04,2023-01-03 06:13:00,East,43037.16,Pending,451,33,Self-Employed,130514.7,2,103372.31,BR32634,Delta Bank,447,Male,2008-11-27,Low,16,Young
CUST33535,Customer_32535,Credit,66054.51,2023-01-03 06:13:00,North,2022.36,Rejected,773,21,Employed,110387.6,9,130276.62,BR32635,Delta Bank,158,Male,2008-11-27,Low,16,Young
CUST33536,Customer_32536,Savings,66202.56,2023-01-03 06:13:00,North,46963.06,Pending,744,48,Employed,69140.42,6,68966.88,BR32636,Gamma Bank,83,Female,2008-11-27,Low,16,Middle-aged
CUST33537,Customer_32537,Checking,81937.52,2023-01-03 06:13:00,West,45185.34,Rejected,750,31,Self-Employed,42982.66,6,43167.28,BR32637,Alpha Bank,485,Male,2008-11-27,High,16,Young
CUST33538,Customer_32538,Credit,27612.43,2023-01-03 06:13:00,North,38342.1,Pending,777,27,Self-Employed,52374.04,9,101626.99,BR32638,Delta Bank,392,Female,2008-11-27,High,16,Young
CUST33540,Customer_32540,Credit,11478.35,2023-01-03 06:14:00,East,3499.44,Pending,423,51,Self-Employed,120355.68,8,26747.26,BR32640,Gamma Bank,110,Male,2008-11-28,Medium,16,Middle-aged
